Education_2017-2020_final_version,,,,,,,,
Year,Federal Information Processing Standard (FIPS) Code,State,Area name,Number of adults with less than HS diploma,Number of adults with HS diploma only,Number of adults completing some college or associate's degree,Number of adults with a bachelor's degree or higher,
2018,30033,MT,Garfield County,1434.48,24864.32,20620.65,12850.55,
2018,30035,MT,Glacier County,1567.16,5113.88,4082.86,2983.10,
2018,30037,MT,Golden Valley County,69.38,308.10,289.10,159.42,
2018,30039,MT,Granite County,304.02,952.60,1013.40,1107.98,
2018,30041,MT,Hill County,1438.54,4920.45,5721.45,4266.57,
2018,30043,MT,Jefferson County,36261.50,175373.80,212294.60,236029.40,
2018,30045,MT,Judith Basin County,99.55,579.74,819.84,452.86,
2018,30047,MT,Lake County,4957.41,16288.65,22211.79,20924.15,
2018,30049,MT,Lewis and Clark County,3022.80,16007.10,20678.70,29060.10,
2018,30051,MT,Liberty County,2317.22,1682.94,2537.10,1919.74,
2018,30053,MT,Lincoln County,1137.56,5085.54,4603.75,2556.15,
2018,30055,MT,McCone County,65.33,529.30,775.53,304.85,
2018,30057,MT,Madison County,13194.68,102625.32,133412.92,116919.56,
2018,30059,MT,Meagher County,67.18,623.24,623.24,552.34,
2018,30061,MT,Mineral County,58.20,262.29,260.74,194.78,
2018,30063,MT,Missoula County,4395.27,24708.53,37181.58,52505.62,
2018,30065,MT,Musselshell County,399.99,1627.85,1651.11,972.06,
2018,30067,MT,Park County,630.90,5028.68,6717.27,6179.15,
2018,30069,MT,Petroleum County,3.08,211.87,152.87,145.18,
2018,30071,MT,Phillips County,1334.15,6328.18,6923.14,3425.51,
2018,30073,MT,Pondera County,519.56,1743.82,2352.97,1355.64,
2018,30075,MT,Powder River County,106.39,552.55,628.06,429.00,
2018,30077,MT,Powell County,1219.32,5262.97,3620.62,2339.10,
2018,30079,MT,Prairie County,1049.62,2325.31,2624.05,2075.02,
2018,30081,MT,Ravalli County,3194.73,12865.26,14851.17,12260.85,
2018,30083,MT,Richland County,725.10,6116.04,6352.49,2553.61,
2018,30085,MT,Roosevelt County,1061.66,3583.12,4257.72,2145.45,
2018,30087,MT,Rosebud County,951.62,2981.73,3371.44,1749.16,
2018,30089,MT,Sanders County,1065.96,4631.00,3896.68,2250.36,
2018,30091,MT,Sheridan County,187.44,886.55,808.03,650.98,
2018,30093,MT,Silver Bow County,2169.57,12072.59,10952.81,9798.04,
2018,30095,MT,Stillwater County,695.98,3050.88,3117.62,2669.52,
2018,30097,MT,Sweet Grass County,144.69,1205.75,1535.94,819.91,
2018,30099,MT,Teton County,873.00,4004.16,3829.56,2933.28,
2018,30101,MT,Toole County,509.57,1713.11,1358.84,1266.63,
2018,30103,MT,Treasure County,60.43,227.47,191.48,198.95,
2018,30105,MT,Valley County,772.87,3676.65,4493.69,2108.83,
2018,30107,MT,Wheatland County,212.42,878.75,746.82,398.01,
2018,30109,MT,Wibaux County,76.52,402.23,306.06,250.23,
2018,30111,MT,Yellowstone County,8006.85,44838.36,53325.62,53966.17,
2018,31001,NE,Adams County,42996.91,139228.10,197581.05,132061.94,
2018,31003,NE,Antelope County,487.87,2261.95,2420.35,1165.82,
2018,31005,NE,Arthur County,20.46,112.07,201.81,130.67,
2018,31007,NE,Banner County,52.56,130.67,346.75,199.29,
2018,31009,NE,Blaine County,1808.08,8204.16,7435.73,5153.03,
2018,31011,NE,Boone County,1948.96,15066.96,13155.48,7308.60,
2018,31013,NE,Box Butte County,1023.34,3468.58,4265.71,2014.36,
2018,31015,NE,Boyd County,2314.76,20549.40,16392.28,7936.32,
2018,31017,NE,Brown County,413.03,2419.16,2255.26,1475.10,
2018,31019,NE,Buffalo County,3820.36,12254.91,16422.57,17117.18,
2018,31021,NE,Burt County,577.43,2348.66,2056.70,1498.73,
2018,31023,NE,Butler County,1239.84,7261.92,6514.08,4683.84,
2018,31025,NE,Cass County,698.82,3506.36,4413.60,3653.48,
2018,31027,NE,Cedar County,1061.74,6947.87,6556.70,4042.06,
2018,31029,NE,Chase County,318.11,688.80,1033.20,588.90,
2018,31031,NE,Cherry County,155.55,1849.28,2264.07,1486.34,
2018,31033,NE,Cheyenne County,118.19,628.46,707.25,423.98,
2018,31035,NE,Clay County,929.25,4712.63,4964.85,2655.00,
2018,31037,NE,Colfax County,2894.35,3253.42,3090.20,1643.03,
2018,31039,NE,Cuming County,947.64,3066.42,2807.16,2109.84,
2018,31041,NE,Custer County,277.42,1605.10,1907.29,1164.19,
2018,31043,NE,Dakota County,94018.48,142516.71,130179.44,58708.37,
2018,31045,NE,Dawes County,444.52,1804.21,3294.65,3172.62,
2018,31047,NE,Dawson County,5593.51,7750.65,7675.40,4038.36,
2018,31049,NE,Deuel County,173.38,538.38,755.55,355.88,
2018,31051,NE,Dixon County,890.60,1861.13,1746.95,1210.31,
2018,31053,NE,Dodge County,2236.14,7495.21,6894.77,4078.89,
2018,31055,NE,Douglas County,30164.29,71297.41,101461.70,139509.83,
2018,31057,NE,Dundy County,166.38,401.79,661.98,538.08,
2018,31059,NE,Fillmore County,1179.25,7517.71,7686.17,4674.88,
2018,31061,NE,Franklin County,2414.95,11447.50,12357.02,5174.90,
2018,31063,NE,Frontier County,151.26,727.63,1090.14,638.96,
2018,31065,NE,Furnas County,452.64,1471.08,1801.13,990.15,
2018,31067,NE,Gage County,1955.86,7909.42,7264.63,4341.59,
2018,31069,NE,Garden County,117.61,610.83,665.85,502.71,
2018,31071,NE,Garfield County,1972.41,15002.27,25282.71,17572.38,
2018,31073,NE,Gosper County,119.76,514.97,740.52,618.76,
2018,31075,NE,Grant County,1291.35,5329.08,6420.36,5147.20,
2018,31077,NE,Greeley County,101.84,441.72,482.21,202.46,
2018,31079,NE,Hall County,30524.35,63070.18,64687.36,43866.12,
2018,31081,NE,Hamilton County,472.23,3949.56,6110.37,3763.53,
2018,31083,NE,Harlan County,1875.04,7183.25,10642.83,6681.48,
2018,31085,NE,Hayes County,60.46,275.72,407.62,172.21,
2018,31087,NE,Hitchcock County,140.30,867.05,1285.15,513.50,
2018,31089,NE,Holt County,281.86,1330.01,1638.29,1158.25,
2018,31091,NE,Hooker County,49.10,261.21,191.64,180.05,
2018,31093,NE,Howard County,627.03,5323.06,4709.37,2694.88,
2018,31095,NE,Jefferson County,54721.90,254489.80,238666.60,111421.70,
2018,31097,NE,Johnson County,3075.33,12060.64,6605.27,5000.75,
2018,31099,NE,Kearney County,340.29,1897.76,2545.62,1760.34,
2018,31101,NE,Keith County,834.18,2310.05,3264.55,1620.24,
2018,31103,NE,Keya Paha County,38.07,245.43,301.32,225.18,
2018,31105,NE,Kimball County,437.78,1385.69,1335.04,459.49,
2018,31107,NE,Knox County,3808.51,17889.98,18942.34,9421.06,
2018,31109,NE,Lancaster County,21257.22,66627.12,102161.58,127226.07,
2018,31111,NE,Lincoln County,816.36,4055.05,5661.01,2850.58,
2018,31113,NE,Logan County,891.22,5347.30,9781.65,5738.57,
2018,31115,NE,Loup County,10.51,234.22,261.41,111.24,
2018,31117,NE,McPherson County,1997.59,8190.12,11557.49,6820.34,
2018,31119,NE,Madison County,28955.00,115086.97,133412.92,89064.12,
2018,31121,NE,Merrick County,525.84,2899.88,3039.07,1260.48,
2018,31123,NE,Morrill County,440.48,1607.30,1724.45,918.46,
2018,31125,NE,Nance County,243.71,1183.22,1465.78,635.76,
2018,31127,NE,Nemaha County,934.26,2924.64,3320.69,2985.57,
2018,31129,NE,Nuckolls County,331.41,1367.57,1547.96,952.27,
2018,31131,NE,Otoe County,1118.95,5338.99,5307.02,4220.04,
2018,31133,NE,Pawnee County,971.18,2585.43,1955.48,1049.92,
2018,31135,NE,Perkins County,307.55,702.96,1209.68,708.82,
2018,31137,NE,Phelps County,3578.56,12659.16,16953.43,11540.86,
2018,31139,NE,Pierce County,1085.78,6592.26,7290.26,4401.30,
2018,31141,NE,Platte County,11740.29,30380.58,36559.68,24201.48,
2018,31143,NE,Polk County,1744.26,7297.84,7357.98,3628.87,
2018,31145,NE,Red Willow County,783.00,3378.69,4022.25,2531.34,
2018,31147,NE,Richardson County,507.97,3150.99,2738.27,1539.78,
2018,31149,NE,Rock County,385.97,2890.10,3351.38,2786.54,
2018,31151,NE,Saline County,24041.36,33755.04,41525.98,22098.62,
2018,31153,NE,Sarpy County,8300.66,38367.47,61793.77,75812.65,
2018,31155,NE,Saunders County,1129.06,6476.11,7498.66,6199.17,
2018,31157,NE,Scotts Bluff County,3814.83,10220.88,12920.05,8997.25,
2018,31159,NE,Seward County,1219.68,6207.30,7688.34,6642.90,
2018,31161,NE,Sheridan County,255.83,833.36,934.68,509.13,
2018,31163,NE,Sherman County,495.52,2070.55,2129.54,1209.30,
2018,31165,NE,Sioux County,1815.27,8866.89,15325.05,8901.80,
2018,31167,NE,Stanton County,103.32,615.97,858.38,407.34,
2018,31169,NE,Thayer County,327.54,1667.91,1899.70,1143.85,
2018,31171,NE,Thomas County,3378.05,10578.62,19557.12,10889.76,
2018,31173,NE,Thurston County,693.79,2526.84,2702.11,1380.27,
2018,31175,NE,Valley County,673.50,3334.38,4140.38,2903.78,
2018,31177,NE,Washington County,720.63,4454.82,5683.17,5519.39,
2018,31179,NE,Wayne County,1132.70,8614.51,10104.91,9955.87,
2018,31181,NE,Webster County,148.83,851.19,1099.23,511.76,
2018,31183,NE,Wheeler County,393.95,2048.54,3395.85,2032.78,
2018,31185,NE,York County,11755.05,59806.41,82491.60,51969.71,
2018,32001,NV,Churchill County,1588.60,7991.88,10264.80,4619.16,
2018,32003,NV,Clark County,3000.30,6177.08,7191.89,5691.74,
2018,32005,NV,Douglas County,19881.01,84322.90,129569.33,109002.77,
2018,32007,NV,Elko County,5823.06,18203.62,19934.80,8550.98,
2018,32009,NV,Esmeralda County,163.55,215.59,289.10,157.77,
2018,32011,NV,Eureka County,98.15,827.24,855.28,222.33,
2018,32013,NV,Humboldt County,19092.22,46912.31,43775.73,26729.11,
2018,32015,NV,Lander County,663.43,2129.65,2330.35,457.15,
2018,32017,NV,Lincoln County,1766.56,5433.50,4148.73,2034.22,
2018,32019,NV,Lyon County,1582.67,3696.84,4653.53,1877.95,
2018,32021,NV,Mineral County,86.91,297.21,284.79,107.09,
2018,32023,NV,Nye County,6121.71,16415.25,17004.75,5758.94,
2018,32027,NV,Pershing County,1059.89,2893.04,2019.80,693.26,
2018,32029,NV,Storey County,241.74,1091.86,1555.19,1140.21,
2018,32031,NV,Washoe County,53559.53,110379.20,151363.88,150432.41,
2018,32033,NV,White Pine County,900.13,4074.25,3230.98,1269.65,
2018,32510,NV,Carson City,6815.92,14684.71,21112.73,12800.63,
2018,33001,NH,Belknap County,3966.43,17879.45,20198.28,19038.86,
2018,33003,NH,Carroll County,1382.93,7817.77,8466.90,10555.40,
2018,33005,NH,Cheshire County,4819.06,24324.77,22029.98,25319.18,
2018,33007,NH,Coos County,3411.61,12382.89,9476.70,6317.80,
2018,33009,NH,Grafton County,6285.02,23075.00,22177.14,38248.84,
2018,33011,NH,Hillsborough County,102019.05,367843.33,398017.98,569007.65,
2018,33013,NH,Merrimack County,10276.98,43979.41,42619.22,54105.26,
2018,33015,NH,Rockingham County,13912.92,77912.35,85023.40,132327.33,
2018,33017,NH,Strafford County,8065.58,34734.03,39417.27,48003.21,
2018,33019,NH,Sullivan County,1924.17,7758.75,4882.84,6124.24,
2018,34001,NJ,Atlantic County,32382.34,85999.00,69011.54,78036.13,
2018,34003,NJ,Bergen County,66505.13,200452.09,190148.48,479586.30,
2018,34005,NJ,Burlington County,26723.04,119808.30,120699.06,178153.60,
2018,34007,NJ,Camden County,5797.12,15620.01,14170.73,18035.47,
2018,34009,NJ,Cape May County,5553.60,28971.28,25731.68,32396.00,
2018,34011,NJ,Cumberland County,2075.14,4225.93,2658.77,1837.36,
2018,34013,NJ,Essex County,105154.85,221378.64,173940.36,290164.15,
2018,34015,NJ,Gloucester County,18358.70,91210.70,81302.83,100535.76,
2018,34017,NJ,Hudson County,89240.05,160902.52,116958.55,308959.88,
2018,34019,NJ,Hunterdon County,5362.70,24942.80,26688.80,67719.70,
2018,34021,NJ,Mercer County,1622.50,3947.05,3213.81,6802.04,
2018,34023,NJ,Middlesex County,16430.88,39043.68,34163.22,72881.54,
2018,34025,NJ,Monmouth County,36659.89,136697.88,146639.54,301356.69,
2018,34027,NJ,Morris County,298.13,1048.99,1093.16,3080.72,
2018,34029,NJ,Ocean County,43318.87,200951.43,163649.07,193731.62,
2018,34031,NJ,Passaic County,75496.50,171125.40,106701.72,149986.38,
2018,34033,NJ,Salem County,5947.67,24041.09,18030.82,14587.43,
2018,34035,NJ,Somerset County,2883.74,9713.66,9612.48,28382.11,
2018,34037,NJ,Sussex County,10547.16,67868.66,63282.94,87357.97,
2018,34039,NJ,Union County,4969.00,10916.15,8529.47,14711.38,
2018,34041,NJ,Warren County,357.07,1669.82,1412.52,1811.60,
2018,35001,NM,Bernalillo County,65834.00,152029.02,213790.82,246368.46,
2018,35003,NM,Catron County,186.06,1495.60,1295.24,604.68,
2018,35005,NM,Chaves County,13002.49,17142.59,23546.80,10932.44,
2018,35006,NM,Cibola County,4867.77,8638.96,9066.89,4172.38,
2018,35007,NM,Colfax County,1131.62,3438.40,3949.80,2372.06,
2018,35009,NM,Curry County,9541.34,11963.75,17451.26,10530.08,
2018,35011,NM,De Baca County,#N/A,#N/A,#N/A,#N/A,
2018,35013,NM,Dona Ana County,41981.75,46767.23,63516.42,65256.60,
2018,35015,NM,Eddy County,9843.00,18122.70,20149.20,9785.10,
2018,35017,NM,Grant County,2328.06,4965.32,6038.42,4856.20,
2018,35019,NM,Guadalupe County,707.58,2148.80,1119.98,368.99,
2018,35021,NM,Harding County,87.77,188.64,214.84,164.41,
2018,35023,NM,Hidalgo County,712.32,1615.44,1153.28,763.20,
2018,35025,NM,Lea County,16567.42,22693.19,20047.97,10302.43,
2018,35027,NM,Lincoln County,1324.92,4055.05,4737.58,3265.45,
2018,35028,NM,Los Alamos County,343.82,1852.80,3801.10,13084.19,
2018,35029,NM,Luna County,6997.20,8530.83,5535.45,2875.56,
2018,35031,NM,McKinley County,15108.61,26241.27,22120.74,8819.38,
2018,35033,NM,Mora County,364.99,1752.83,1617.65,770.53,
2018,35035,NM,Otero County,2525.18,5363.71,6838.27,3704.83,
2018,35037,NM,Quay County,1303.97,3334.21,2335.60,1279.22,
2018,35039,NM,Rio Arriba County,5343.82,13730.11,13028.00,6904.06,
2018,35041,NM,Roosevelt County,1868.97,3450.41,3328.76,2410.86,
2018,35043,NM,Sandoval County,12485.39,36149.57,51538.55,45005.49,
2018,35045,NM,San Juan County,107.44,230.12,310.13,113.54,
2018,35047,NM,San Miguel County,1253.22,2031.37,2948.76,1957.65,
2018,35049,NM,Santa Fe County,14855.54,32712.21,40815.23,61673.02,
2018,35051,NM,Sierra County,313.64,1060.39,1021.55,591.43,
2018,35053,NM,Socorro County,2694.34,6777.68,4217.22,3045.77,
2018,35055,NM,Taos County,2593.97,8799.78,10769.88,10671.38,
2018,35057,NM,Torrance County,1964.47,5908.99,5332.12,2369.83,
2018,35059,NM,Union County,6142.78,17019.81,9664.12,6338.41,
2018,35061,NM,Valencia County,11621.31,24236.55,25765.67,14832.46,
2018,36001,NY,Albany County,22112.42,65108.80,83842.94,136052.83,
2018,36003,NY,Allegany County,6387.75,24983.20,23705.65,15898.40,
2018,36005,NY,Bronx County,370922.19,399564.83,362329.40,299315.59,
2018,36007,NY,Broome County,18015.95,58647.65,59605.95,55389.45,
2018,36009,NY,Cattaraugus County,7991.36,30505.48,22898.32,15368.00,
2018,36011,NY,Cayuga County,9180.26,24917.84,25920.72,17126.19,
2018,36013,NY,Chautauqua County,354.06,1144.91,1039.03,771.00,
2018,36015,NY,Chemung County,8846.67,28899.12,26287.25,20136.71,
2018,36017,NY,Chenango County,5324.03,19584.83,13975.58,8699.09,
2018,36019,NY,Clinton County,4704.88,13248.93,10124.89,9560.31,
2018,36021,NY,Columbia County,2071.26,6919.88,6331.45,8214.41,
2018,36023,NY,Cortland County,4734.48,14633.84,15016.42,13438.26,
2018,36025,NY,Delaware County,11362.43,45334.94,31562.30,26397.56,
2018,36027,NY,Dutchess County,24966.03,76954.12,81066.17,110731.69,
2018,36029,NY,Erie County,72657.80,240966.38,275915.70,330179.12,
2018,36031,NY,Essex County,70366.78,265654.37,214262.90,241144.59,
2018,36033,NY,Franklin County,3732.20,11855.21,9001.18,6774.41,
2018,36035,NY,Fulton County,1558.16,4514.99,3950.62,2232.96,
2018,36037,NY,Genesee County,30110.01,156246.53,131019.22,89516.24,
2018,36039,NY,Greene County,996.19,3037.98,2091.18,2107.65,
2018,36041,NY,Hamilton County,2904.93,3863.70,4622.13,2933.55,
2018,36043,NY,Herkimer County,5626.80,22136.21,20775.89,13232.26,
2018,36045,NY,Jefferson County,58018.40,214272.50,226799.20,160209.90,
2018,36047,NY,Kings County,24672.66,38144.23,28608.17,59789.57,
2018,36049,NY,Lewis County,343.63,1671.81,1119.69,725.87,
2018,36051,NY,Livingston County,2896.64,10978.63,11515.04,10334.93,
2018,36053,NY,Madison County,26389.37,129381.21,114353.93,96027.98,
2018,36055,NY,Monroe County,1874.96,4866.48,5919.83,8426.80,
2018,36057,NY,Montgomery County,25511.22,80371.63,76307.89,43346.50,
2018,36059,NY,Nassau County,7124.06,18711.38,19226.37,40770.20,
2018,36061,NY,New York County,188929.32,198701.52,221503.34,1019566.83,
2018,36063,NY,Niagara County,17676.37,66917.69,70705.49,55343.88,
2018,36065,NY,Oneida County,502.66,1382.30,1427.18,1175.86,
2018,36067,NY,Onondaga County,40177.38,117299.49,135771.85,168560.29,
2018,36069,NY,Ontario County,7360.89,28015.32,33288.79,41199.00,
2018,36071,NY,Orange County,321782.77,911186.85,952604.43,1000393.95,
2018,36073,NY,Orleans County,5279.56,16488.47,11858.70,6985.26,
2018,36075,NY,Oswego County,12143.49,43975.95,37255.77,24522.78,
2018,36077,NY,Otsego County,1775.88,7942.13,6733.55,8213.45,
2018,36079,NY,Putnam County,4968.92,19579.03,18911.57,30777.65,
2018,36081,NY,Queens County,394250.74,608467.90,503638.23,772549.13,
2018,36083,NY,Rensselaer County,12277.03,43527.67,48789.25,54688.61,
2018,36085,NY,Richmond County,22977.16,60264.65,47969.85,70342.35,
2018,36087,NY,Rockland County,36152.15,71978.60,80772.36,136791.90,
2018,36089,NY,St. Lawrence County,12317.36,38464.73,31765.82,25499.09,
2018,36091,NY,Saratoga County,14500.27,55239.12,62144.01,98279.60,
2018,36093,NY,Schenectady County,13515.45,42099.85,48158.50,51731.55,
2018,36095,NY,Schoharie County,2923.12,11319.31,9640.07,7214.50,
2018,36097,NY,Schuyler County,635.44,2417.45,2175.71,1678.40,
2018,36099,NY,Seneca County,5247.90,11421.90,10290.00,7374.50,
2018,36101,NY,Steuben County,2939.81,12105.10,10721.66,8819.43,
2018,36103,NY,Suffolk County,77496.19,208271.02,212307.28,309177.52,
2018,36105,NY,Sullivan County,2772.46,6703.56,5627.68,5586.30,
2018,36107,NY,Tioga County,3544.88,17384.48,15102.16,12528.48,
2018,36109,NY,Tompkins County,5139.65,17988.78,22820.05,56844.53,
2018,36111,NY,Ulster County,15359.51,50543.52,51257.91,61616.66,
2018,36113,NY,Warren County,446.34,1475.53,1596.30,1738.08,
2018,36115,NY,Washington County,1850.71,6387.42,4766.00,3373.87,
2018,36117,NY,Wayne County,2891.38,9687.60,9955.87,7273.15,
2018,36119,NY,Westchester County,107404.93,178040.61,191587.18,489611.67,
2018,36121,NY,Wyoming County,4649.86,15152.13,13027.63,7255.39,
2018,36123,NY,Yates County,3428.06,8545.30,6781.59,6086.05,
2018,37001,NC,Alamance County,20471.63,47600.70,54591.01,43772.67,
2018,37003,NC,Alexander County,909.00,2411.88,1836.18,902.94,
2018,37005,NC,Alleghany County,2288.01,3471.07,3113.92,2276.84,
2018,37007,NC,Anson County,4353.48,10199.57,7388.47,2935.49,
2018,37009,NC,Ashe County,3524.17,8458.01,9840.57,5313.36,
2018,37011,NC,Avery County,2433.20,5163.98,5724.14,4183.70,
2018,37013,NC,Beaufort County,5790.72,15065.28,16618.89,9604.12,
2018,37015,NC,Bertie County,3767.15,7020.59,5384.36,2853.90,
2018,37017,NC,Bladen County,4978.50,10753.56,11583.31,5874.63,
2018,37019,NC,Brunswick County,9845.57,38288.32,45399.01,43347.85,
2018,37021,NC,Buncombe County,20987.34,59593.69,68921.40,109600.57,
2018,37023,NC,Burke County,3744.64,6995.98,7489.28,4193.10,
2018,37025,NC,Cabarrus County,19654.81,53469.53,64670.65,73547.02,
2018,37027,NC,Caldwell County,2352.28,4170.52,4081.52,2110.69,
2018,37029,NC,Camden County,5421.38,16693.55,18786.95,12775.13,
2018,37031,NC,Carteret County,5492.40,16616.24,26419.12,20926.72,
2018,37033,NC,Caswell County,3972.15,7989.70,7308.76,3427.40,
2018,37035,NC,Catawba County,21418.02,47119.64,52037.86,38076.48,
2018,37037,NC,Chatham County,30365.48,56682.22,72009.56,130137.75,
2018,37039,NC,Cherokee County,2655.26,8564.53,8955.01,5857.20,
2018,37041,NC,Chowan County,2174.50,4419.14,4264.82,3170.55,
2018,37043,NC,Clay County,1486.80,3332.03,4885.20,3584.25,
2018,37045,NC,Cleveland County,1098.47,2798.28,2613.87,1515.40,
2018,37047,NC,Columbus County,8904.80,20314.08,18644.43,7847.36,
2018,37049,NC,Craven County,10599.94,26860.03,39209.47,26345.47,
2018,37051,NC,Cumberland County,864.64,2874.93,4269.16,2799.27,
2018,37053,NC,Currituck County,2084.54,8446.46,9475.20,7065.79,
2018,37055,NC,Dare County,1715.55,8103.22,12008.83,14673.40,
2018,37057,NC,Davidson County,23659.19,53982.94,56981.99,32156.50,
2018,37059,NC,Davie County,4187.83,13930.96,13460.90,11196.05,
2018,37061,NC,Duplin County,11947.77,18657.35,19069.34,9181.54,
2018,37063,NC,Durham County,31990.64,54795.85,69365.84,160586.67,
2018,37065,NC,Edgecombe County,8008.77,19865.91,15081.45,9048.87,
2018,37067,NC,Forsyth County,25317.48,59389.61,70273.76,81631.14,
2018,37069,NC,Franklin County,4234.01,9408.90,10632.06,7088.04,
2018,37071,NC,Gaston County,29638.52,67076.65,74430.56,51923.12,
2018,37073,NC,Gates County,1226.74,4756.50,4316.73,1273.03,
2018,37075,NC,Graham County,6662.60,13705.92,12563.76,5139.72,
2018,37077,NC,Granville County,8355.99,18335.08,19296.92,14066.91,
2018,37079,NC,Greene County,1844.19,2700.42,2799.22,889.16,
2018,37081,NC,Guilford County,52299.66,122744.10,159567.33,198525.24,
2018,37083,NC,Halifax County,10165.37,18762.95,14211.29,7484.95,
2018,37085,NC,Harnett County,15568.82,38922.06,48988.11,30869.22,
2018,37087,NC,Haywood County,6383.01,16732.17,21689.85,17165.97,
2018,37089,NC,Henderson County,563.56,1690.67,2247.52,2213.97,
2018,37091,NC,Hertford County,3832.76,8446.26,7499.90,3856.42,
2018,37093,NC,Hoke County,6735.97,15607.74,21577.02,10843.27,
2018,37095,NC,Hyde County,1113.99,1825.27,1704.98,580.53,
2018,37097,NC,Iredell County,15880.72,48355.89,57812.94,56385.46,
2018,37099,NC,Jackson County,5587.49,15106.91,16193.37,14899.97,
2018,37101,NC,Johnston County,22902.28,56140.98,73976.38,49858.05,
2018,37103,NC,Jones County,4750.26,10301.76,9328.82,4206.55,
2018,37105,NC,Lee County,23607.50,43608.31,62625.46,34099.73,
2018,37107,NC,Lenoir County,10635.44,19199.77,18304.15,7836.64,
2018,37109,NC,Lincoln County,1485.51,4068.43,4576.99,3252.07,
2018,37111,NC,McDowell County,6644.02,14880.79,15654.41,8327.78,
2018,37113,NC,Macon County,2065.17,5918.92,6029.55,4425.36,
2018,37115,NC,Madison County,38117.98,114353.93,97860.57,116186.52,
2018,37117,NC,Martin County,28159.60,55675.55,53744.61,23332.24,
2018,37119,NC,Mecklenburg County,100638.89,180493.67,299728.87,513039.57,
2018,37121,NC,Mitchell County,2596.46,6835.14,7811.58,4948.82,
2018,37123,NC,Montgomery County,39960.05,76082.13,72469.92,37250.90,
2018,37125,NC,Moore County,7598.51,19736.40,31676.92,39571.48,
2018,37127,NC,Nash County,11846.02,30931.26,30743.23,20495.49,
2018,37129,NC,New Hanover County,14400.99,44596.61,73630.86,99413.27,
2018,37131,NC,Northampton County,3758.12,6689.84,5942.15,3285.89,
2018,37133,NC,Onslow County,16210.01,58514.17,73735.76,49025.38,
2018,37135,NC,Orange County,200715.98,410989.87,624449.73,1952998.38,
2018,37137,NC,Pamlico County,1317.68,3902.36,4459.84,2977.45,
2018,37139,NC,Pasquotank County,4281.01,11534.95,13675.46,10187.22,
2018,37141,NC,Pender County,6589.17,16410.77,21135.08,18026.98,
2018,37143,NC,Perquimans County,1838.81,3892.38,4966.14,2724.67,
2018,37145,NC,Person County,4819.85,13550.90,14222.52,6953.23,
2018,37147,NC,Pitt County,18171.31,43899.02,59011.79,58651.96,
2018,37149,NC,Polk County,1463.58,5132.54,6676.32,6776.56,
2018,37151,NC,Randolph County,3658.73,7931.03,7476.53,3658.73,
2018,37153,NC,Richmond County,34868.84,63489.51,67722.14,35271.95,
2018,37155,NC,Robeson County,29134.65,43899.72,40076.62,18720.00,
2018,37157,NC,Rockingham County,50086.51,104810.66,106047.37,48231.46,
2018,37159,NC,Rowan County,3220.37,8087.81,8382.80,4892.02,
2018,37161,NC,Rutherford County,9689.77,21517.97,22720.84,12897.42,
2018,37163,NC,Sampson County,11579.93,22332.73,20423.95,9353.02,
2018,37165,NC,Scotland County,928.64,1668.58,1608.98,759.80,
2018,37167,NC,Stanly County,8628.43,20298.53,21974.55,11111.43,
2018,37169,NC,Stokes County,6228.98,18414.14,14503.97,6365.38,
2018,37171,NC,Surry County,13670.12,20649.08,23958.68,13670.12,
2018,37173,NC,Swain County,2122.51,4586.89,4472.93,3048.43,
2018,37175,NC,Transylvania County,2737.20,8280.03,10914.59,12283.19,
2018,37177,NC,Tyrrell County,983.18,1594.57,1090.58,462.67,
2018,37179,NC,Union County,3873.47,9077.23,11463.92,14750.50,
2018,37181,NC,Vance County,6954.79,15871.19,14132.49,7623.52,
2018,37183,NC,Wake County,68815.22,158384.23,266522.42,597490.84,
2018,37185,NC,Warren County,750.89,2058.39,1643.56,798.15,
2018,37187,NC,Washington County,2702.37,5863.32,5765.06,2047.25,
2018,37189,NC,Watauga County,3860.21,11804.40,15384.88,24839.58,
2018,37191,NC,Wayne County,4232.74,8882.78,10641.46,6080.83,
2018,37193,NC,Wilkes County,1856.69,3180.07,3180.07,1649.29,
2018,37195,NC,Wilson County,1542.37,2850.79,2556.18,1707.01,
2018,37197,NC,Yadkin County,5406.19,13327.77,13553.02,5256.02,
2018,37199,NC,Yancey County,2148.36,6319.76,5782.67,3634.31,
2018,38001,ND,Adams County,37366.36,191438.63,185296.22,97766.79,
2018,38003,ND,Barnes County,548.18,3257.48,3647.53,3088.81,
2018,38005,ND,Benson County,932.91,2046.83,2631.64,1350.63,
2018,38007,ND,Billings County,53.30,347.38,272.94,245.37,
2018,38009,ND,Bottineau County,429.54,1833.55,2564.40,1577.11,
2018,38011,ND,Bowman County,298.37,1085.83,1110.44,578.29,
2018,38013,ND,Burke County,1345.38,6682.05,9529.78,4888.21,
2018,38015,ND,Burleigh County,4858.92,22008.06,32964.46,35441.56,
2018,38017,ND,Cass County,576.22,2304.88,4254.22,5124.68,
2018,38019,ND,Cavalier County,210.60,1041.49,1623.50,953.42,
2018,38021,ND,Dickey County,382.43,1382.65,1902.36,1235.56,
2018,38023,ND,Divide County,166.66,570.75,1011.37,534.22,
2018,38025,ND,Dunn County,467.86,1498.87,1511.87,849.07,
2018,38027,ND,Eddy County,6021.60,18180.60,19454.40,14243.40,
2018,38029,ND,Emmons County,372.34,1205.97,1123.60,593.10,
