Education_2017-2020_final_version,,,,,,,,
Year,Federal Information Processing Standard (FIPS) Code,State,Area name,Number of adults with less than HS diploma,Number of adults with HS diploma only,Number of adults completing some college or associate's degree,Number of adults with a bachelor's degree or higher,
2017,48005,TX,Angelina County,14224.41,27746.38,30029.31,15804.90,
2017,48007,TX,Aransas County,2889.64,8438.76,7927.32,6341.86,
2017,48009,TX,Archer County,819.24,3356.23,2651.51,1982.03,
2017,48011,TX,Armstrong County,5185.72,17920.27,25075.24,17526.41,
2017,48013,TX,Atascosa County,9453.33,19494.44,12784.04,7249.19,
2017,48015,TX,Austin County,3812.61,10037.88,8816.66,7118.85,
2017,48017,TX,Bailey County,1988.64,2420.33,1606.48,1061.55,
2017,48019,TX,Bandera County,2078.64,6414.74,7711.10,6146.53,
2017,48021,TX,Bastrop County,13222.72,26530.19,25343.54,19579.79,
2017,48023,TX,Baylor County,572.96,1346.46,952.55,705.46,
2017,48025,TX,Bee County,6838.23,10550.41,11331.92,3875.00,
2017,48027,TX,Bell County,2393.57,6965.55,10381.08,7153.80,
2017,48029,TX,Bexar County,285952.39,477893.03,607159.18,587573.40,
2017,48031,TX,Blanco County,1139.35,3336.66,4150.48,2987.88,
2017,48033,TX,Borden County,52.49,167.58,197.19,255.74,
2017,48035,TX,Bosque County,1924.23,6084.23,6963.88,3371.98,
2017,48037,TX,Bowie County,9589.22,31776.06,31023.96,21528.75,
2017,48039,TX,Brazoria County,40595.18,87714.59,120698.18,113449.04,
2017,48041,TX,Brazos County,25179.79,46794.30,57044.48,94034.26,
2017,48043,TX,Brewster County,1120.44,1531.27,2390.27,4295.02,
2017,48045,TX,Briscoe County,226.14,545.50,517.99,238.37,
2017,48047,TX,Brooks County,4909.91,4130.56,3740.88,2805.66,
2017,48049,TX,Brown County,879.80,2337.17,2196.13,1302.90,
2017,48051,TX,Burleson County,3097.89,6123.74,4989.05,3800.32,
2017,48053,TX,Burnet County,5335.66,14228.42,14228.42,13011.51,
2017,48055,TX,Caldwell County,2515.16,4866.02,3235.58,2022.24,
2017,48057,TX,Calhoun County,19503.76,37057.14,38204.42,19962.67,
2017,48059,TX,Callahan County,1450.38,4741.64,4630.07,3123.90,
2017,48061,TX,Cameron County,1400.56,1198.51,1120.45,872.48,
2017,48063,TX,Camp County,1619.73,4332.14,3972.20,2930.94,
2017,48065,TX,Carson County,452.40,1948.34,2062.94,1574.35,
2017,48067,TX,Cass County,1638.16,5377.15,3326.33,2163.37,
2017,48069,TX,Castro County,1850.95,2533.29,1741.15,1709.77,
2017,48071,TX,Chambers County,3573.58,8731.67,13316.64,8057.41,
2017,48073,TX,Cherokee County,5042.12,7860.53,8455.24,4499.12,
2017,48075,TX,Childress County,1208.46,2551.19,1964.63,1335.66,
2017,48077,TX,Clay County,1069.36,4584.88,4624.98,3087.78,
2017,48079,TX,Cochran County,929.43,949.38,698.50,276.55,
2017,48081,TX,Coke County,535.57,1104.20,991.80,674.42,
2017,48083,TX,Coleman County,1197.06,2680.74,2950.50,1601.70,
2017,48085,TX,Collin County,59145.78,142531.64,250157.57,517768.00,
2017,48087,TX,Collingsworth County,758.70,690.00,830.39,704.93,
2017,48089,TX,Colorado County,3312.19,7601.06,5923.73,4395.02,
2017,48091,TX,Comal County,8742.56,33701.15,42725.73,55839.56,
2017,48093,TX,Comanche County,259.55,576.38,608.60,345.47,
2017,48095,TX,Concho County,671.10,1024.31,671.10,347.78,
2017,48097,TX,Cooke County,4827.30,12686.61,13564.30,8776.90,
2017,48099,TX,Coryell County,8090.60,21574.94,32212.59,12959.95,
2017,48101,TX,Cottle County,202.50,391.13,520.13,271.85,
2017,48103,TX,Crane County,1161.30,1772.76,1132.86,677.82,
2017,48105,TX,Crockett County,2938.02,5528.69,3676.14,2344.63,
2017,48107,TX,Crosby County,1344.97,2200.33,1498.35,855.36,
2017,48109,TX,Culberson County,809.85,872.32,165.09,383.73,
2017,48111,TX,Dallam County,2133.57,2248.90,1686.67,1131.66,
2017,48113,TX,Dallas County,7568.50,8862.59,9882.18,12940.95,
2017,48115,TX,Dawson County,7118.67,8069.45,5875.34,3339.92,
2017,48117,TX,Deaf Smith County,4859.69,7609.74,4219.26,2147.30,
2017,48119,TX,Delta County,3882.14,9751.19,10148.58,6816.66,
2017,48121,TX,Denton County,56026.07,141319.49,242500.90,395527.33,
2017,48123,TX,DeWitt County,3418.19,8252.21,6007.12,2548.48,
2017,48125,TX,Dickens County,357.86,724.55,680.37,446.22,
2017,48127,TX,Dimmit County,3271.25,3385.85,2406.56,1354.34,
2017,48129,TX,Donley County,463.54,1062.83,1264.80,519.83,
2017,48131,TX,Duval County,258869.78,313269.96,282318.13,82538.19,
2017,48133,TX,Eastland County,2761.65,5357.60,6351.80,3939.95,
2017,48135,TX,Ector County,37229.62,46811.93,47597.36,25605.18,
2017,48137,TX,Edwards County,1400.98,1413.95,2309.02,1362.06,
2017,48139,TX,Ellis County,3614.81,7803.41,9725.57,7545.21,
2017,48141,TX,El Paso County,141244.86,166417.22,218859.62,172710.30,
2017,48143,TX,Erath County,5204.16,11667.38,12171.01,12968.42,
2017,48145,TX,Falls County,3574.59,5841.40,5806.52,2214.50,
2017,48147,TX,Fannin County,3570.40,8888.02,8128.36,4709.89,
2017,48149,TX,Fayette County,1893.82,6389.58,4396.96,3787.64,
2017,48151,TX,Fisher County,527.68,1354.12,1237.72,760.48,
2017,48153,TX,Floyd County,25672.22,28893.45,28405.38,14544.34,
2017,48155,TX,Foard County,296.95,285.95,431.37,207.74,
2017,48157,TX,Fort Bend County,68834.52,136904.21,191207.00,367882.27,
2017,48159,TX,Franklin County,3055.02,8661.13,10582.32,9196.54,
2017,48161,TX,Freestone County,3414.75,6554.75,6515.50,3140.00,
2017,48163,TX,Frio County,6762.00,7389.20,3704.40,1744.40,
2017,48165,TX,Gaines County,7924.99,6727.99,3776.75,2208.27,
2017,48167,TX,Galveston County,33838.64,81413.75,108216.63,111231.95,
2017,48169,TX,Garza County,2206.46,2115.07,1449.22,757.25,
2017,48171,TX,Gillespie County,2771.18,7034.54,7460.88,9379.39,
2017,48173,TX,Glasscock County,330.26,246.68,355.87,415.18,
2017,48175,TX,Goliad County,1232.61,2170.29,2782.82,1368.72,
2017,48177,TX,Gonzales County,4909.86,8983.99,4136.81,2841.45,
2017,48179,TX,Gray County,1132.02,1978.06,1978.06,869.87,
2017,48181,TX,Grayson County,2556.73,7933.76,10147.83,5746.04,
2017,48183,TX,Gregg County,17394.75,34666.13,45028.96,26153.80,
2017,48185,TX,Grimes County,5139.01,9435.55,8565.01,4942.43,
2017,48187,TX,Guadalupe County,473.90,1341.99,1341.99,1271.12,
2017,48189,TX,Hale County,3673.38,4739.84,3925.18,2473.60,
2017,48191,TX,Hall County,34684.29,65780.55,60398.51,38471.66,
2017,48193,TX,Hamilton County,1858.10,5063.69,4198.46,3063.74,
2017,48195,TX,Hansford County,1487.03,1546.95,1122.08,1290.94,
2017,48197,TX,Hardeman County,3689.82,9389.94,8321.17,4020.63,
2017,48199,TX,Hardin County,465.29,1594.12,1225.94,756.60,
2017,48201,TX,Harris County,6138.62,7732.62,9021.39,11022.38,
2017,48203,TX,Harrison County,4747.86,13086.54,13645.12,8418.48,
2017,48205,TX,Hartley County,796.74,2020.31,1559.33,1314.62,
2017,48207,TX,Haskell County,855.18,1552.30,928.14,717.38,
2017,48209,TX,Hays County,20376.08,48473.61,62415.14,83005.70,
2017,48211,TX,Hemphill County,583.48,1436.57,1130.74,873.21,
2017,48213,TX,Henderson County,1032.84,2283.12,2242.35,1236.69,
2017,48215,TX,Hidalgo County,1407.74,1046.12,1015.98,839.48,
2017,48217,TX,Hill County,2403.60,5663.27,5548.03,2848.10,
2017,48219,TX,Hockley County,5425.68,6095.23,7642.13,3924.96,
2017,48221,TX,Hood County,4720.11,16374.71,19463.18,17714.99,
2017,48223,TX,Hopkins County,6285.49,15850.36,13846.29,9564.87,
2017,48225,TX,Houston County,21286.58,38190.64,29947.30,14921.48,
2017,48227,TX,Howard County,2628.21,4569.04,4434.26,1846.49,
2017,48229,TX,Hudspeth County,2217.22,1009.43,806.66,370.27,
2017,48231,TX,Hunt County,11921.74,32855.20,29100.32,19994.74,
2017,48233,TX,Hutchinson County,1008.05,2428.14,2700.39,1221.43,
2017,48235,TX,Irion County,171.31,398.71,668.56,277.43,
2017,48237,TX,Jack County,1625.09,3373.82,2525.95,1307.14,
2017,48239,TX,Jackson County,10070.35,17181.88,16610.88,8045.90,
2017,48241,TX,Jasper County,2164.42,6116.23,3854.06,1829.28,
2017,48243,TX,Jeff Davis County,2013.35,2689.48,6235.38,4086.80,
2017,48245,TX,Jefferson County,99538.75,210943.04,222149.39,125906.63,
2017,48247,TX,Jim Hogg County,1414.94,1898.73,1206.86,686.66,
2017,48249,TX,Jim Wells County,8623.78,15326.63,10544.72,6375.88,
2017,48251,TX,Johnson County,3637.62,9372.86,8124.91,5443.16,
2017,48253,TX,Jones County,5494.71,11046.36,8484.06,3444.87,
2017,48255,TX,Karnes County,3781.56,5619.19,3356.33,2414.73,
2017,48257,TX,Kaufman County,16712.09,36496.25,42394.64,27280.03,
2017,48259,TX,Kendall County,8456.61,18554.05,39253.80,59953.55,
2017,48261,TX,Kenedy County,340.27,60.88,0.00,16.26,
2017,48263,TX,Kent County,19627.46,42084.11,57114.15,57998.27,
2017,48265,TX,Kerr County,5068.56,14791.92,16757.28,15050.52,
2017,48267,TX,Kimble County,630.63,1270.08,1270.08,1239.21,
2017,48269,TX,King County,69.56,105.08,46.47,74.89,
2017,48271,TX,Kinney County,561.75,962.47,1595.37,625.42,
2017,48273,TX,Kleberg County,6031.07,10227.95,7709.82,7150.24,
2017,48275,TX,Knox County,9621.22,15799.06,17672.66,7545.06,
2017,48277,TX,Lamar County,1757.20,4783.48,4699.80,2719.47,
2017,48279,TX,Lamb County,3130.77,4742.39,3659.17,1664.46,
2017,48281,TX,Lampasas County,1808.32,6518.37,8873.39,3826.91,
2017,48283,TX,La Salle County,34340.90,49640.22,17610.72,8475.16,
2017,48285,TX,Lavaca County,2748.49,7944.55,5777.86,3591.10,
2017,48287,TX,Lee County,20846.92,65126.41,52521.30,23109.37,
2017,48289,TX,Leon County,48188.47,104795.41,87377.89,49930.22,
2017,48291,TX,Liberty County,1805.00,3206.14,2414.91,815.96,
2017,48293,TX,Limestone County,14632.31,32946.30,32002.28,14821.11,
2017,48295,TX,Lipscomb County,476.30,1010.02,1030.29,861.39,
2017,48297,TX,Live Oak County,2836.54,3871.33,3907.85,1558.27,
2017,48299,TX,Llano County,2311.89,5599.44,6787.20,6532.68,
2017,48301,TX,Loving County,7.77,23.18,103.05,0.00,
2017,48303,TX,Lubbock County,36932.23,79053.28,90957.05,97977.23,
2017,48305,TX,Lynn County,1230.39,1669.82,1605.37,1353.43,
2017,48307,TX,McCulloch County,1551.62,2625.81,2665.60,1113.98,
2017,48309,TX,McLennan County,34171.22,67588.67,83417.99,66081.12,
2017,48311,TX,McMullen County,79.36,362.55,217.06,119.81,
2017,48313,TX,Madison County,78346.98,141891.08,98204.51,42603.43,
2017,48315,TX,Marion County,3878.29,11873.53,9516.73,4564.45,
2017,48317,TX,Martin County,30865.14,53414.28,42219.67,33583.83,
2017,48319,TX,Mason County,2413.84,2797.86,3703.05,4786.54,
2017,48321,TX,Matagorda County,6852.24,10904.64,11751.96,7294.32,
2017,48323,TX,Maverick County,21190.62,15310.81,12341.79,9314.56,
2017,48325,TX,Medina County,25328.68,57257.09,55651.75,40311.85,
2017,48327,TX,Menard County,2191.86,3110.23,3612.28,3330.64,
2017,48329,TX,Midland County,12928.71,20185.46,26274.47,24022.37,
2017,48331,TX,Milam County,3482.37,10271.73,7240.32,4058.59,
2017,48333,TX,Mills County,2215.00,4656.01,4475.20,3721.80,
2017,48335,TX,Mitchell County,3967.98,9652.44,6464.68,2206.91,
2017,48337,TX,Montague County,2637.77,7170.81,6311.10,3419.33,
2017,48339,TX,Montgomery County,23571.18,52355.23,68220.45,82499.14,
2017,48341,TX,Moore County,31999.86,30346.37,22370.72,12547.06,
2017,48343,TX,Morris County,550.96,2291.10,1914.71,703.70,
2017,48345,TX,Motley County,164.82,359.16,440.34,265.68,
2017,48347,TX,Nacogdoches County,9640.26,20001.90,19739.58,16198.26,
2017,48349,TX,Navarro County,9642.80,14610.30,16314.84,8084.37,
2017,48351,TX,Newton County,1401.21,3373.87,2403.20,649.72,
2017,48353,TX,Nolan County,2614.29,4874.10,4874.10,2407.51,
2017,48355,TX,Nueces County,57434.14,106198.97,118480.49,79107.40,
2017,48357,TX,Ochiltree County,2347.01,3374.46,2447.74,1893.72,
2017,48359,TX,Oldham County,8368.29,20787.90,21452.05,15806.77,
2017,48361,TX,Orange County,350944.00,1151734.40,1151734.40,535987.20,
2017,48363,TX,Palo Pinto County,3742.67,10428.05,9370.96,4999.75,
2017,48365,TX,Panola County,5880.96,10266.19,13257.66,4589.19,
2017,48367,TX,Parker County,13746.69,36435.40,44576.64,38570.81,
2017,48369,TX,Parmer County,2627.81,2588.45,2854.18,1771.56,
2017,48371,TX,Pecos County,3908.50,5894.02,4033.57,1797.91,
2017,48373,TX,Polk County,3943.13,7524.13,6015.28,2635.46,
2017,48375,TX,Potter County,3948.47,5292.63,4906.18,2654.72,
2017,48377,TX,Presidio County,3427.72,923.12,1531.38,1273.77,
2017,48379,TX,Rains County,1599.63,4293.13,3657.98,2211.26,
2017,48381,TX,Randall County,8469.85,31728.31,50953.52,43290.32,
2017,48383,TX,Reagan County,549.08,1606.43,1042.51,508.27,
2017,48385,TX,Real County,370.33,1303.02,1207.01,548.64,
2017,48387,TX,Red River County,1491.94,5050.58,3876.59,1797.66,
2017,48389,TX,Reeves County,4507.90,5867.90,3453.51,1451.70,
2017,48391,TX,Refugio County,1358.11,2932.94,2188.87,751.30,
2017,48393,TX,Roberts County,657.79,3473.96,3484.24,2662.00,
2017,48395,TX,Robertson County,322.23,817.32,614.59,379.85,
2017,48397,TX,Rockwall County,6194.43,17421.84,30778.58,42393.14,
2017,48399,TX,Runnels County,1724.69,3644.43,3090.07,1806.82,
2017,48401,TX,Rusk County,8189.12,17487.72,18702.88,8453.28,
2017,48403,TX,Sabine County,1422.70,3671.81,3431.21,1935.29,
2017,48405,TX,San Augustine County,1559.82,3565.30,2129.27,998.61,
2017,48407,TX,San Jacinto County,4381.85,11053.57,8791.97,4042.61,
2017,48409,TX,San Patricio County,12233.13,21643.23,22113.74,11157.69,
2017,48411,TX,San Saba County,1096.46,2282.30,1573.18,1013.03,
2017,48413,TX,Schleicher County,453.15,849.28,1197.40,504.17,
2017,48415,TX,Scurry County,3239.50,5592.40,5541.25,2693.90,
2017,48417,TX,Shackelford County,312.83,738.82,1181.44,1091.58,
2017,48419,TX,Shelby County,41225.77,75616.17,66217.55,30331.91,
2017,48421,TX,Sherman County,1684.12,1316.46,1731.56,1197.86,
2017,48423,TX,Smith County,454.83,883.99,1302.14,1027.04,
2017,48425,TX,Somervell County,946.42,2892.32,2520.83,2494.29,
2017,48427,TX,Starr County,26555.05,17080.31,12890.80,7927.84,
2017,48429,TX,Stephens County,3909.39,8906.16,8233.02,4815.54,
2017,48431,TX,Sterling County,98.42,603.47,350.95,243.46,
2017,48433,TX,Stonewall County,215.14,531.60,437.22,204.04,
2017,48435,TX,Sutton County,870.18,1280.78,892.78,723.26,
2017,48437,TX,Swisher County,2036.57,2570.13,1683.36,1224.95,
2017,48439,TX,Tarrant County,273245.18,486910.58,608124.60,686194.65,
2017,48441,TX,Taylor County,2314.30,6440.74,6964.73,6091.41,
2017,48443,TX,Terrell County,1187.14,2383.02,3360.67,1798.17,
2017,48445,TX,Terry County,3433.05,4043.37,3750.93,1487.66,
2017,48447,TX,Throckmorton County,137.43,534.45,500.86,354.26,
2017,48449,TX,Titus County,6844.03,12273.19,8226.00,5560.78,
2017,48451,TX,Tom Green County,14870.39,34815.61,38710.23,29622.77,
2017,48453,TX,Travis County,115309.61,192591.59,272326.96,646469.85,
2017,48455,TX,Trinity County,2046.15,4956.51,4003.34,1703.01,
2017,48457,TX,Tyler County,4006.25,8486.37,5880.15,3187.77,
2017,48459,TX,Upshur County,5944.46,13994.26,14200.66,7141.61,
2017,48461,TX,Upton County,875.46,1337.00,1010.99,435.90,
2017,48463,TX,Uvalde County,6837.26,8003.94,7271.38,4992.29,
2017,48465,TX,Val Verde County,14318.66,12645.69,12596.48,9644.18,
2017,48467,TX,Van Zandt County,7670.30,17768.60,19975.88,9767.21,
2017,48469,TX,Victoria County,15101.78,28177.70,31032.31,17864.30,
2017,48471,TX,Walker County,9032.18,24982.62,17167.54,12875.66,
2017,48473,TX,Waller County,6413.38,15699.94,16264.32,12929.36,
2017,48475,TX,Ward County,14685.50,24268.99,22476.40,7515.11,
2017,48477,TX,Washington County,1801.88,5306.45,4793.99,4645.21,
2017,48479,TX,Webb County,85735.73,64851.38,70896.85,53310.04,
2017,48481,TX,Wharton County,8183.76,12212.69,13765.50,7806.05,
2017,48483,TX,Wheeler County,1479.07,2695.73,2385.60,1383.65,
2017,48485,TX,Wichita County,252.88,699.13,684.25,490.88,
2017,48487,TX,Wilbarger County,2731.50,4224.88,3841.96,1952.89,
2017,48489,TX,Willacy County,6798.96,8180.34,4532.64,2072.06,
2017,48491,TX,Williamson County,4039.68,12590.34,20535.04,30162.94,
2017,48493,TX,Wilson County,928.23,2845.40,2819.38,2082.00,
2017,48495,TX,Winkler County,2143.44,2287.35,2378.24,772.55,
2017,48497,TX,Wise County,9331.52,22435.36,22038.27,12375.85,
2017,48499,TX,Wood County,18007.90,42018.42,43714.82,26620.37,
2017,48501,TX,Yoakum County,2321.93,2536.13,2784.60,925.34,
2017,48503,TX,Young County,2373.23,5663.39,5321.78,4620.60,
2017,48505,TX,Zapata County,4554.40,4683.29,3394.31,1704.32,
2017,48507,TX,Zavala County,2915.31,3739.72,3524.66,1768.30,
2017,49001,UT,Beaver County,494.30,1461.63,1934.66,1424.42,
2017,49003,UT,Box Elder County,3406.98,17305.28,20171.47,13195.28,
2017,49005,UT,Cache County,7217.40,25509.79,43179.99,48530.82,
2017,49007,UT,Carbon County,909.16,3123.23,4877.38,1786.23,
2017,49009,UT,Daggett County,43.22,375.59,410.57,198.60,
2017,49011,UT,Davis County,385.54,1900.79,3272.59,3407.08,
2017,49013,UT,Duchesne County,2042.65,8070.48,7009.10,2903.77,
2017,49015,UT,Emery County,584.47,3164.18,4816.81,1521.63,
2017,49017,UT,Garfield County,2837.66,19331.59,22051.01,14897.74,
2017,49019,UT,Grand County,949.90,4427.77,5821.98,4121.35,
2017,49021,UT,Iron County,745.31,2680.88,4460.72,3248.21,
2017,49023,UT,Juab County,843.75,3847.50,4185.00,2373.75,
2017,49025,UT,Kane County,39030.69,135805.42,198896.12,160934.77,
2017,49027,UT,Millard County,1324.89,4244.79,4270.52,3022.81,
2017,49029,UT,Morgan County,2614.00,22694.24,46457.84,47170.75,
2017,49031,UT,Piute County,153.36,479.96,498.42,288.26,
2017,49033,UT,Rich County,76.51,616.88,1140.51,559.49,
2017,49035,UT,Salt Lake County,93123.22,253249.73,367950.28,421325.78,
2017,49037,UT,San Juan County,95.81,202.35,269.56,147.29,
2017,49039,UT,Sanpete County,2703.15,9130.64,11293.16,6908.05,
2017,49041,UT,Sevier County,1300.74,5528.15,6555.05,3731.07,
2017,49043,UT,Summit County,1529.25,4924.19,7279.23,16882.92,
2017,49045,UT,Tooele County,5126.66,21248.64,25565.82,15514.88,
2017,49047,UT,Uintah County,4358.60,12407.95,12302.50,6080.95,
2017,49049,UT,Utah County,29714.83,101879.40,218313.00,256517.78,
2017,49051,UT,Wasatch County,1252.13,6453.31,10177.60,14190.85,
2017,49053,UT,Washington County,1041.45,3620.29,6827.30,5041.96,
2017,49055,UT,Wayne County,2474.81,7424.43,13417.65,6500.11,
2017,49057,UT,Weber County,20645.06,73516.55,91392.15,66215.25,
2017,50001,VT,Addison County,2096.23,10775.37,8384.93,15556.25,
2017,50003,VT,Bennington County,2135.64,9752.76,10001.91,13703.69,
2017,50005,VT,Caledonia County,2141.64,10316.09,8385.59,9320.68,
2017,50007,VT,Chittenden County,8118.60,29226.96,37183.19,87843.25,
2017,50009,VT,Essex County,80090.91,349416.23,199442.07,156255.80,
2017,50011,VT,Franklin County,2614.09,11747.64,8535.15,8598.14,
2017,50013,VT,Grand Isle County,363.90,2092.40,1574.55,2967.15,
2017,50015,VT,Lamoille County,1672.24,6283.58,6612.96,10768.23,
2017,50017,VT,Orange County,204185.60,1084736.00,810361.60,1091116.80,
2017,50019,VT,Orleans County,3606.50,15327.64,10860.50,11188.36,
2017,50021,VT,Rutland County,3722.48,19971.41,16426.19,18966.93,
2017,50023,VT,Washington County,892.67,4331.12,4033.56,7273.64,
2017,50025,VT,Windham County,7330.62,35373.14,26064.42,47590.83,
2017,50027,VT,Windsor County,3195.80,15593.30,14105.60,22150.20,
2017,51001,VA,Accomack County,5760.47,11293.12,8624.43,6834.45,
2017,51003,VA,Albemarle County,7216.03,15832.19,21217.29,63436.48,
2017,51005,VA,Alleghany County,1180.32,4644.05,3518.89,1687.74,
2017,51007,VA,Amelia County,1887.90,5715.78,3098.76,2304.54,
2017,51009,VA,Amherst County,3886.06,12100.50,8719.94,6887.49,
2017,51011,VA,Appomattox County,1740.59,6021.50,4861.11,3057.80,
2017,51013,VA,Arlington County,11983.22,17387.41,26316.08,179278.30,
2017,51015,VA,Augusta County,7965.26,30658.75,19612.58,16982.54,
2017,51017,VA,Bath County,1831.94,4678.88,3552.49,2302.31,
2017,51019,VA,Bedford County,3732.96,14447.04,15319.68,15028.80,
2017,51021,VA,Bland County,704.85,2870.20,1930.40,844.55,
2017,51023,VA,Botetourt County,2057.90,11617.20,10455.48,9094.61,
2017,51025,VA,Brunswick County,28273.75,46730.23,34818.60,21074.42,
2017,51027,VA,Buchanan County,5576.13,8162.77,5067.28,2395.83,
2017,51029,VA,Buckingham County,3276.48,7764.58,4010.28,2013.67,
2017,51031,VA,Campbell County,9803.73,31445.92,29133.72,22197.12,
2017,51033,VA,Caroline County,3750.81,12779.31,9360.43,7302.46,
2017,51035,VA,Carroll County,5141.70,10479.00,8075.82,4247.49,
2017,51036,VA,Charles City County,1197.68,2787.59,1926.10,1092.62,
2017,51037,VA,Charlotte County,28215.12,67534.24,58796.66,27486.98,
2017,51041,VA,Chesterfield County,3400.15,10430.20,13095.18,19022.47,
2017,51043,VA,Clarke County,1998.89,6959.99,6646.91,8477.22,
2017,51045,VA,Craig County,1633.28,5401.28,4326.75,2965.69,
2017,51047,VA,Culpeper County,5692.30,16769.21,15230.75,13589.73,
2017,51049,VA,Cumberland County,1308.96,4068.68,3643.27,1887.08,
2017,51051,VA,Dickenson County,2956.40,5942.36,4331.13,1537.33,
2017,51053,VA,Dinwiddie County,3187.50,10944.70,9111.18,4964.61,
2017,51057,VA,Essex County,120136.37,293666.67,245769.17,124847.60,
2017,51059,VA,Fairfax County,75796.58,141257.26,200975.78,729254.96,
2017,51061,VA,Fauquier County,5001.48,17783.04,20492.18,26188.31,
2017,51063,VA,Floyd County,9566.07,37581.01,29869.58,20596.34,
